"","x"
"2549",100214936.539425
"2550",118376018.099412
"2551",113179650.636767
"2552",108743768.380968
"2553",104488669.107559
"2554",101431284.013547
"2555",107065420.765987
"2556",112200458.244259
"2557",102228081.87378
"2558",110021384.471754
"2559",105259512.894416
"2560",113996986.903718
"2561",116267161.303293
"2562",107002767.353477
"2563",135095846.237708
"2564",138321520.135495
"2565",105791428.686523
"2566",99573620.0689629
"2567",110673751.012641
"2568",113142738.32832
"2569",104220699.531819
"2570",124832550.312066
"2571",98828995.3109919
"2572",98969796.8495557
"2573",107575568.077151
"2574",96974088.4753955
"2575",134738193.726139
"2576",122113749.544069
"2577",105656891.604934
"2578",128612599.226504
"2579",110634334.857849
"2580",139350297.778614
"2581",119674965.683374
"2582",108916752.073497
"2583",100910613.069056
"2584",116907149.678348
"2585",133983082.138033
"2586",112334246.894582
"2587",100323646.391089
"2588",98113257.4713847
"2589",102216909.233442
"2590",106965116.590978
"2591",99259702.064338
"2592",113888149.416036
"2593",110886947.79617
"2594",100272971.88634
"2595",100523579.644724
"2596",114552298.358988
"2597",110861094.0602
"2598",108350292.334984
"2599",111175796.066704
"2600",141850571.698331
"2601",101548022.255068
"2602",120058232.942357
"2603",107779850.377256
"2604",109390711.973451
"2605",125158159.216357
"2606",115469861.846202
"2607",104844559.252722
"2608",114403908.97932
"2609",135304796.589547
"2610",100601902.172936
"2611",108593906.76852
"2612",107230434.236426
"2613",116999632.00731
"2614",106153489.468118
"2615",120066640.387575
"2616",102874031.493042
"2617",108739064.767365
"2618",100460371.99804
"2619",107952158.84862
"2620",134438581.83417
"2621",125530851.217577
"2622",106200882.998187
"2623",97451494.5987978
"2624",130145332.012718
"2625",134570429.90081
"2626",215379761.050066
"2627",118157966.079267
"2628",147466751.211725
"2629",126550722.939948
"2630",117524735.582158
"2631",110088213.950375
"2632",104038617.342582
"2633",91732898.2573464
"2634",153777322.804875
"2635",101437695.183063
"2636",120361400.626777
"2637",115818951.367985
"2638",106735993.872957
"2639",109455837.80326
"2640",101990367.796106
"2641",104738756.241922
"2642",109556332.40978
"2643",117898247.106587
"2644",117221568.708932
"2645",102532285.955243
"2646",96066444.1692893
"2647",112252444.15878
"2648",97047902.6776687
"2649",118296051.797186
"2650",108305266.787273
"2651",118358215.412123
"2652",119913541.930346
"2653",117919274.938916
"2654",153842477.14055
"2655",147707358.778978
"2656",109226185.376289
"2657",134116273.601848
"2658",112479792.253036
"2659",137866675.50973
"2660",116250888.94682
"2661",113819278.905434
"2662",95837500.8974299
"2663",127548844.661893
"2664",115643398.109061
"2665",101223521.841273
"2666",115359941.734807
"2667",123036330.117328
"2668",112971186.647874
"2669",105942603.600673
"2670",114196235.394381
"2671",111188058.934718
"2672",109033283.42822
"2673",115016207.183211
"2674",116272694.878304
"2675",240545698.523894
"2676",105722452.455824
"2677",100603020.8805
"2678",108444240.587759
"2679",100283116.432165
"2680",96554056.1384234
"2681",111446557.725759
"2682",114439287.416817
"2683",122742068.314921
"2684",110224606.484738
"2685",108634950.783164
"2686",115701124.340659
"2687",107311011.907994
"2688",110428026.510119
"2689",104762627.319627
"2690",109446574.800152
"2691",110743322.474622
"2692",111390361.946548
"2693",102640314.800242
"2694",108237491.845135
"2695",98473228.1856535
"2696",102789580.654628
"2697",101081180.594066
"2698",156847097.288141
"2699",102191023.988731
"2700",126513204.013363
"2701",102520984.592625
"2702",106230147.617167
"2703",111262009.939362
"2704",112117121.784104
"2705",102218368.82971
"2706",113912267.504686
"2707",107202746.928722
"2708",98830533.9636683
"2709",119154035.860392
"2710",98025348.8784093
"2711",96931017.4283752
"2712",130855477.559513
"2713",113612878.669563
"2714",104422132.017688
"2715",106709401.617254
"2716",114263531.608238
"2717",111873576.920801
"2718",129042030.872898
"2719",114547949.52772
"2720",108682273.302287
"2721",114694009.89593
"2722",94715879.2593376
"2723",108454728.593611
"2724",109555425.289714
"2725",113294327.449084
"2726",105469258.457409
"2727",105822137.249739
"2728",108446071.998798
"2729",138756884.540606
"2730",113060833.897397
"2731",109242419.660136
"2732",107688496.166704
"2733",100856057.301553
"2734",109663679.271353
"2735",108574033.553081
"2736",112553782.071053
"2737",106443516.754937
"2738",110487320.950121
"2739",116121833.332606
"2740",141119928.612661
"2741",107188461.924258
"2742",109024471.669117
"2743",109570173.334136
"2744",123115138.865994
"2745",98913464.2387146
"2746",105376831.977434
"2747",104340895.92282
"2748",107982074.427034
"2749",105186723.272772
"2750",104748342.326252
"2751",106555164.126379
"2752",123315464.571417
"2753",127983060.655645
"2754",136465174.445513
"2755",102043343.716637
"2756",103594046.859166
"2757",107317095.613438
"2758",102739502.349135
"2759",116010854.665974
"2760",105736511.26467
"2761",113958350.845763
"2762",106711186.233856
"2763",116408651.287295
"2764",114217363.054153
"2765",124438090.654724
"2766",116905816.105052
"2767",106907264.225203
"2768",103662930.873409
"2769",110048355.120073
"2770",97228341.8716741
"2771",113657812.910282
"2772",110218768.368407
"2773",106990764.821154
"2774",105967827.504779
"2775",109078007.781855
"2776",117719055.201509
"2777",93925920.1922779
"2778",109713350.805101
"2779",110602128.390898
"2780",109543435.691169
"2781",107794301.011092
"2782",104972274.834505
"2783",128838581.9952
"2784",141222137.898596
"2785",118213246.052137
"2786",104345043.970543
"2787",102833280.689427
"2788",99132574.0167299
"2789",107792859.41153
"2790",113770994.951854
"2791",111158984.59849
"2792",114264304.658145
"2793",103710319.436796
"2794",112140436.330026
"2795",108092797.657031
"2796",108442813.104491
"2797",100364907.580425
"2798",105406412.893364
"2799",114885926.725784
"2800",112439834.562072
"2801",118541796.138264
"2802",99423447.9161426
"2803",111874154.383936
"2804",104550975.719096
"2805",112224609.623577
"2806",106217113.174501
"2807",112381144.911223
"2808",118130435.179089
"2809",105676254.313313
"2810",108246164.423329
"2811",99441567.3187124
"2812",106428531.48557
"2813",104360434.417713
"2814",109193520.799063
"2815",97284734.9389586
"2816",104155778.133624
"2817",108789035.372082
"2818",154014252.409463
"2819",109637836.662333
"2820",115157003.991882
"2821",110903394.140898
"2822",106875050.464489
"2823",103957196.028064
"2824",107547019.128228
"2825",112091355.719004
"2826",103311719.703858
"2827",111719867.485039
"2828",124662574.609178
"2829",103310271.546866
"2830",108701231.790142
"2831",120713477.846296
"2832",101458630.942451
"2833",100308823.046811
"2834",111730924.194331
"2835",137099489.709547
"2836",105597640.176351
"2837",109976216.939093
"2838",119859474.107797
"2839",113841595.670056
"2840",98672083.2404567
"2841",142203095.640743
"2842",101212798.056704
"2843",116254380.190188
"2844",117154262.244192
"2845",117477343.766694
"2846",105015401.160706
"2847",108843323.357702
"2848",112542935.578312
"2849",111722507.432414
"2850",107668761.406753
"2851",109141003.084642
"2852",96529226.1062834
"2853",107380316.003313
"2854",114179853.573952
"2855",113573918.584053
"2856",113667155.216093
"2857",104504466.480186
"2858",110423191.386575
"2859",105029079.430567
"2860",114977727.312259
"2861",114317641.879374
"2862",103650825.185134
"2863",104925061.696254
"2864",118091480.796184
"2865",108184879.795777
"2866",95477194.6997014
"2867",116323719.251452
"2868",122381520.680753
"2869",109467227.21431
"2870",112128731.572695
"2871",115075851.130893
"2872",96251191.6827147
"2873",98399970.4469732
"2874",98516097.480318
"2875",117817363.329806
"2876",105735030.009897
"2877",113885807.717097
"2878",108408221.560053
"2879",116880238.73514
"2880",100836884.476499
"2881",108947869.944186
"2882",111551960.020077
"2883",115713946.83462
"2884",100678046.079679
"2885",110218857.89531
"2886",119164894.11447
"2887",102847083.483178
"2888",115079579.485901
"2889",113987761.612812
"2890",112139079.989804
"2891",112457535.696716
"2892",108808210.830805
"2893",106772934.411659
"2894",120156550.345939
"2895",107668800.517693
"2896",105325205.721877
"2897",125661014.259911
"2898",136206820.638243
"2899",118791531.871256
"2900",112436078.728791
"2901",112563603.749274
"2902",126163332.949775
"2903",107292956.991801
"2904",120865569.103472
"2905",106332046.021778
"2906",126820566.324933
"2907",114610385.5644
"2908",107112757.44237
"2909",106051259.705464
"2910",102602357.224187
"2911",101122971.686868
"2912",110630364.584532
"2913",119294312.374434
"2914",103380417.306591
"2915",110131306.53155
"2916",105120265.75748
"2917",112467803.893305
"2918",106320094.218447
"2919",113766881.165846
"2920",124685802.17235
"2921",116307940.735251
"2922",96742475.8075529
"2923",105380758.680278
"2924",105802929.360598
"2925",98042407.9806286
"2926",102542421.408788
"2927",107119613.411231
"2928",122503997.89348
"2929",112615479.082594
"2930",111406422.142752
"2931",120679176.600221
"2932",103321708.426101
"2933",164686434.021446
"2934",104679923.970088
"2935",109000011.361836
"2936",109218047.706757
"2937",111721911.099842
"2938",116020370.330856
"2939",107394864.358693
"2940",104328376.432937
"2941",116017497.127521
"2942",100505031.450713
"2943",108173711.21202
"2944",115212181.497778
"2945",112643316.496158
"2946",106859873.187846
"2947",197572237.320176
"2948",107781768.781674
"2949",105516176.030578
"2950",127800428.236803
"2951",106177369.198993
"2952",97165952.1293202
"2953",121925223.097504
"2954",106972482.727957
"2955",103602220.081635
"2956",107160049.512233
"2957",112493943.816325
"2958",106914128.912152
"2959",101018639.310155
"2960",107126231.65433
"2961",112924887.578889
"2962",109404051.275071
"2963",98634651.6875531
"2964",101398566.611694
"2965",120772551.584785
"2966",125030960.377245
"2967",124173746.15245
"2968",100218037.112682
"2969",141348672.845995
"2970",105537486.061235
"2971",104283134.536176
"2972",99943011.3039675
"2973",103155244.387364
"2974",110080194.216335
"2975",109129896.920198
"2976",112892806.344937
"2977",113140228.815794
"2978",97586774.2942439
"2979",109972813.574273
"2980",111679024.087729
"2981",111670504.004262
"2982",100765331.003433
"2983",114485033.489621
"2984",109619724.674636
"2985",103141712.581366
"2986",107133064.966603
"2987",113770590.035595
"2988",98868372.8441552
"2989",109278420.251615
"2990",107026684.609752
"2991",108091300.705738
"2992",103790494.781247
"2993",110343313.38379
"2994",106631582.77108
"2995",118270639.506275
"2996",109674536.216125
"2997",109361893.110179
"2998",117603387.101412
"2999",106588760.462516
"3000",125046022.714004
"3001",115816221.099039
"3002",108442952.216703
"3003",106553942.892011
"3004",122053983.341382
"3005",93398118.5169303
"3006",105081750.10911
"3007",115598517.342167
"3008",110659697.511698
"3009",112608558.888502
"3010",167332054.626526
"3011",128424923.810567
"3012",118882288.391644
"3013",111373385.623631
"3014",113389106.47026
"3015",105700458.179781
"3016",101881531.544423
"3017",104367407.541089
"3018",111837277.090922
"3019",107653299.958386
"3020",121597353.976936
"3021",112038462.657631
"3022",110027529.636149
"3023",144741399.996925
"3024",115576452.754097
"3025",113813412.972619
"3026",130210938.323703
"3027",111618446.501265
"3028",107678278.289106
"3029",105858152.839071
"3030",114368252.873793
"3031",106274070.318638
"3032",103734499.386173
"3033",108848245.619833
"3034",118862830.428906
"3035",111617519.931645
"3036",97012920.7097785
"3037",107650444.401173
"3038",109743736.292674
"3039",111064406.867053
"3040",100186884.590031
"3041",111540326.940061
"3042",115980486.457427
"3043",115857480.626499
"3044",117422107.672117
"3045",103469595.420279
"3046",110271306.125067
"3047",111700431.76569
"3048",104277999.383791
"3049",104152592.319047
"3050",105426918.375561
"3051",109455827.388277
"3052",99091576.8257838
"3053",114516471.517521
"3054",101745378.77613
"3055",112411131.223957
"3056",122232894.673061
"3057",98962850.1518047
"3058",93242345.9490591
"3059",107763760.407092
"3060",110749889.156859
"3061",91058518.4280111
"3062",107397843.888356
"3063",99449348.7416926
"3064",104681265.037903
"3065",106576855.043473
"3066",107117371.168665
"3067",118176807.357466
"3068",103819674.43329
"3069",134989306.038594
"3070",112422058.070781
"3071",509479078.830871
"3072",109056943.355234
"3073",102272749.191888
"3074",108633718.503968
"3075",122337919.124434
"3076",109673306.588643
"3077",104087748.931917
"3078",104053190.816614
"3079",103183899.785265
"3080",122061711.138728
"3081",113605881.928371
"3082",109738130.420766
"3083",104509450.312955
"3084",96431743.9368713
"3085",106514311.111681
"3086",105020867.025428
"3087",110027028.74504
"3088",109126712.908457
"3089",103448173.632277
"3090",110030845.029454
"3091",120655341.839247
"3092",121029097.173384
"3093",118900406.340567
"3094",108975661.493084
"3095",95268381.794655
"3096",96743368.74679
"3097",94956283.8259779
"3098",107441681.573193
"3099",111286902.621159
"3100",122926062.940348
"3101",170633682.745906
"3102",99571394.3457491
"3103",114343248.350093
"3104",108692119.385711
"3105",119189984.264159
"3106",102081023.259841
"3107",124311742.041277
"3108",105396303.799609
"3109",125028687.80962
"3110",112128927.804465
"3111",120488278.67975
"3112",112137559.796821
"3113",115118234.901922
"3114",116835457.607609
"3115",105833415.969655
"3116",125547522.821083
"3117",106659557.364401
"3118",113133446.338508
"3119",103352890.929293
"3120",109211422.875522
"3121",113622082.223647
"3122",125600894.085843
"3123",96643969.0615334
"3124",106373400.565518
"3125",100601780.447912
"3126",100636284.807698
"3127",111821586.779118
"3128",116171501.877252
"3129",135460744.789414
"3130",118209485.25599
"3131",131596657.560075
"3132",115329908.254463
"3133",114878414.422129
"3134",96739684.2676659
"3135",104073944.534301
"3136",98224790.8058635
"3137",123218672.564586
"3138",111165851.736201
"3139",112605536.198685
"3140",96651323.9052287
"3141",116939326.075092
"3142",105923504.378972
"3143",96556292.0845499
"3144",110472121.861678
"3145",101693672.012094
"3146",110910110.986703
"3147",113235873.132324
"3148",110487442.234912
"3149",122047919.669558
"3150",112281797.012415
"3151",92651359.7865057
"3152",106883497.047497
"3153",108416431.699107
"3154",100183795.637127
"3155",114966105.317289
"3156",115341412.251126
"3157",109047208.904685
"3158",109903735.446776
"3159",184869986.65967
"3160",96676396.8382256
"3161",121262761.471855
"3162",111085293.40907
"3163",126948754.601349
"3164",112553473.859169
"3165",114344280.39975
"3166",105433860.158569
"3167",111649813.925008
"3168",113659889.577226
"3169",112337653.183904
"3170",195020620.140227
"3171",110117367.378067
"3172",118855402.584368
"3173",106668213.261511
"3174",95317242.0718177
"3175",104016689.54887
"3176",115486691.232312
"3177",87253640.0641947
"3178",115386140.571878
"3179",121895778.013664
"3180",100829620.251523
"3181",106222415.52482
"3182",118821485.077038
"3183",121528030.036774
"3184",103392450.980352
"3185",108013036.466074
"3186",105482861.740774
"3187",120331872.798056
"3188",99084793.3512305
"3189",110385446.552972
"3190",119895417.030568
"3191",112531688.774994
"3192",110155356.2341
"3193",110763065.000355
"3194",120633678.467091
"3195",119633633.392015
"3196",130007716.520105
"3197",105390994.091742
"3198",102906812.228403
"3199",108330866.77835
"3200",101583057.09161
"3201",107602844.2522
"3202",110662659.374403
"3203",99085378.9621001
"3204",109606059.676418
"3205",110469177.68193
"3206",110051921.386934
"3207",106151663.474384
"3208",105076298.185364
"3209",109905473.374632
"3210",102635489.799304
"3211",105798803.476184
"3212",103435916.494703
"3213",106809671.776637
"3214",121803947.472072
"3215",116333594.46695
"3216",119642603.505241
"3217",105111660.588
"3218",100275087.64396
"3219",96979961.9698065
"3220",101634026.251366
"3221",109933774.163821
"3222",116030672.06238
"3223",116146732.797009
"3224",103927161.58827
"3225",119450205.695765
"3226",107954304.413544
"3227",111881153.81577
"3228",89865233.3152868
"3229",100541795.868974
"3230",105909517.179148
"3231",105634499.524927
"3232",112970415.106387
"3233",124258186.957265
"3234",104334058.369212
"3235",101402675.763756
"3236",106660739.196103
"3237",98638759.3288144
"3238",121404019.750952
"3239",101399086.537531
"3240",102621161.430667
"3241",125568965.350726
"3242",103823696.120711
"3243",199740662.420303
"3244",97096820.0227918
"3245",102232026.933274
"3246",107164847.750584
"3247",154149255.048714
"3248",118812986.486837
"3249",121556871.191771
"3250",120139038.528057
"3251",108900664.629018
"3252",98529330.2855589
"3253",104220920.561415
"3254",119438417.93074
"3255",108413491.104404
"3256",116217843.053176
"3257",108540279.649312
"3258",118887000.184051
"3259",115924649.130882
"3260",113395341.016892
"3261",118428759.203082
"3262",107447037.819191
"3263",109074232.324449
"3264",106561986.659909
"3265",142933102.30116
"3266",110663698.347127
"3267",163065504.365481
"3268",98356578.7019298
"3269",109780037.772622
"3270",108788120.947508
"3271",126279581.337185
"3272",103905771.797236
"3273",137798116.422234
"3274",108140496.796729
"3275",100408300.696375
"3276",139946910.850223
"3277",110683819.864096
"3278",107336750.064259
"3279",154740042.519415
"3280",131724719.744953
"3281",103331906.254136
"3282",128428670.449038
"3283",103024491.743536
"3284",104254851.154062
"3285",163999278.500038
"3286",138176275.317376
"3287",108733426.922722
"3288",137254782.155569
"3289",119296104.716037
"3290",100434437.036481
"3291",104240260.671218
"3292",146829096.186977
"3293",120980159.874637
"3294",112382011.657736
"3295",107118048.607951
"3296",145812194.684398
"3297",106388111.079661
"3298",111204267.367683
"3299",122085416.934137
"3300",118547462.922787
"3301",127265140.053415
"3302",110499928.036285
"3303",102792309.010123
"3304",104075212.623101
"3305",92161817.1849545
"3306",121720932.062462
"3307",109198820.145695
"3308",117861573.329616
"3309",102384217.780455
"3310",106363479.474074
"3311",112473989.297636
"3312",127216203.787941
"3313",111150696.103455
"3314",114898046.783419
"3315",106402598.968122
"3316",126283342.640603
"3317",108760667.651614
"3318",114391449.278119
"3319",103033036.631414
"3320",92210836.4378828
"3321",112014991.859203
"3322",107789581.438193
"3323",107700720.266778
"3324",108289762.925621
"3325",111480147.156838
"3326",95395469.8010717
"3327",102086559.790356
"3328",111760659.594212
"3329",113922737.000325
"3330",120310937.545265
"3331",105906672.077021
"3332",111191018.95928
"3333",110763895.057688
"3334",100265484.606881
"3335",113103494.175645
"3336",123093890.871193
"3337",116338856.167982
"3338",103684200.161758
"3339",98369798.914681
"3340",120449714.955895
"3341",110112963.689987
"3342",120590609.375549
"3343",109055692.478817
"3344",137916666.515584
"3345",100184812.258366
"3346",121291029.341973
"3347",114433189.839932
"3348",111974507.183904
"3349",120480258.924346
"3350",107234454.474272
"3351",109882169.619812
"3352",102753444.502531
"3353",105142203.49423
"3354",105535123.640794
"3355",103386044.243891
"3356",108256038.19136
"3357",119541295.964257
"3358",94753540.3342733
"3359",110124285.801001
"3360",99244125.7857223
"3361",122969684.685347
"3362",121715235.672196
"3363",121927655.01344
"3364",129624195.269385
"3365",104188316.477181
"3366",109499932.866395
"3367",110724567.321441
"3368",101437644.20432
"3369",115377832.467583
"3370",106408015.403937
"3371",106352486.600596
"3372",103847166.309001
"3373",97909263.839812
"3374",105943308.204944
"3375",122867028.644931
"3376",110122407.523449
"3377",117610351.751058
"3378",116172563.395644
"3379",118027426.64116
"3380",125250944.960561
"3381",96461572.5663946
"3382",119193999.381815
"3383",107147086.436977
"3384",100510447.641982
"3385",119714934.860985
"3386",120474909.609424
"3387",98407816.0699969
"3388",106368427.935438
"3389",114604723.498777
"3390",113097487.11121
"3391",110350042.267508
"3392",108894773.754071
"3393",100484112.681139
"3394",132118361.227638
"3395",105886790.096539
"3396",116075708.005448
"3397",104704310.360211
"3398",122249858.126397
"3399",94032372.3822205
"3400",114266060.095519
"3401",111367129.293877
"3402",108407575.342924
"3403",106612069.827559
"3404",107458927.068469
"3405",123507630.168155
"3406",102297844.484886
"3407",102378354.156587
"3408",130456460.764204
"3409",121424261.720881
"3410",123633787.683269
"3411",109912179.562564
"3412",102155608.950608
"3413",103532579.592775
"3414",117659035.710586
"3415",107458551.758389
"3416",110820340.977656
"3417",93267827.1671605
"3418",130629187.938776
"3419",108770268.461333
"3420",109362709.247627
"3421",112678240.225685
"3422",98599886.79789
"3423",109132720.024741
"3424",111513522.383998
"3425",117743097.45955
"3426",95183987.0324074
"3427",98750528.8439591
"3428",96643346.3405652
"3429",114349670.284458
"3430",119952816.457295
"3431",120507402.49568
"3432",197047952.954637
"3433",106302357.951128
"3434",103797442.141816
"3435",115433306.532859
"3436",108697317.103877
"3437",110625913.801137
"3438",124375566.354422
"3439",118584380.595927
"3440",120717467.578682
"3441",115389250.041054
"3442",104550040.886813
"3443",109964039.542156
"3444",98896214.917286
"3445",106479175.185935
"3446",123091194.539592
"3447",113994849.486713
"3448",115899521.861604
"3449",112765838.505945
"3450",106114032.470199
"3451",134157516.583049
"3452",104483213.388835
"3453",101399526.11486
"3454",122108058.945438
"3455",119786609.939108
"3456",112076699.915042
"3457",108658805.527463
"3458",119464393.891314
"3459",109989969.018025
"3460",125796777.90607
"3461",114999577.575457
"3462",118037344.963031
"3463",96407073.6043282
"3464",104822405.404862
"3465",105065058.143274
"3466",121215040.267628
"3467",136706402.933089
"3468",129177416.071017
"3469",104349151.361799
"3470",97058601.600142
"3471",106453889.881312
"3472",126784718.718461
"3473",103062708.965313
"3474",113608848.514951
"3475",112939835.494358
"3476",111589829.06697
"3477",129956816.964148
"3478",108776160.505025
"3479",97043412.1124188
"3480",126125223.392067
"3481",98806312.5678472
"3482",116370175.074828
"3483",108893944.022813
"3484",106640078.464946
"3485",109358027.450134
"3486",112040528.183414
"3487",127076330.974718
"3488",114475725.383395
"3489",126336365.110851
"3490",122492851.094232
"3491",107808202.608966
"3492",109904273.300088
"3493",117341022.710846
"3494",112650061.763024
"3495",109696192.393423
"3496",151691193.820102
"3497",100704694.769147
"3498",94445601.9864165
"3499",109142287.89894
"3500",103682739.22473
"3501",108122638.125826
"3502",106364410.549543
"3503",134519672.6682
"3504",123571600.152101
"3505",108695187.031817
"3506",104070405.085551
"3507",116383893.107127
"3508",97538957.1038554
"3509",106117391.356848
"3510",103053667.640815
"3511",111096940.759364
"3512",111961174.353352
"3513",114701796.446193
"3514",104007683.690037
"3515",149755598.162851
"3516",118034337.409124
"3517",105016945.440637
"3518",127451586.04689
"3519",104134778.599336
"3520",100218512.407572
"3521",223057554.682453
"3522",113445065.346198
"3523",103101018.940844
"3524",102787559.815311
"3525",119119438.203173
"3526",107263826.742814
"3527",103143108.019917
"3528",99604809.2732643
"3529",98798612.9844983
"3530",102688340.689566
"3531",106819178.573955
"3532",103241407.41423
"3533",106499716.950927
"3534",111383902.752174
"3535",101060085.529288
"3536",111093095.281122
"3537",135829752.603291
"3538",112210283.880604
"3539",114672813.887677
"3540",107562025.579965
"3541",121143907.445733
"3542",108894002.235251
"3543",111249976.508837
"3544",103309482.858179
"3545",127765116.230508
"3546",107201841.286915
"3547",90003580.6605251
"3548",108934311.490449
"3549",103838046.790671
"3550",121776012.9559
"3551",113325938.66175
"3552",114757125.57379
"3553",133809599.573028
"3554",118811429.805609
"3555",120372766.943083
"3556",110339947.638342
"3557",91084630.522802
"3558",151427958.88147
"3559",105324011.456927
"3560",111164964.719832
"3561",111988371.722804
"3562",102549389.297701
"3563",112241232.237292
"3564",102966191.416925
"3565",110004308.626715
"3566",109945140.260742
"3567",111432180.604737
"3568",110522390.549468
"3569",113166635.586184
"3570",119890774.872456
"3571",125037826.269444
"3572",94671838.6010596
"3573",96220779.1329753
"3574",102555818.955033
"3575",109559509.653425
"3576",118098567.572654
"3577",244294951.024009
"3578",108725584.142834
"3579",101506198.585503
"3580",120299991.654097
"3581",106303233.158834
"3582",126119330.330781
"3583",116836799.250117
"3584",119132922.964899
"3585",108792397.730035
"3586",112340303.954596
"3587",116760431.252491
"3588",115427561.505612
"3589",101683316.136765
"3590",144709049.368898
"3591",110424089.557605
"3592",134090398.058334
"3593",103103071.788445
"3594",126851679.128045
"3595",111847169.039539
"3596",115339396.831368
"3597",107045643.169516
"3598",110687184.873719
"3599",116541340.12271
"3600",102225028.77976
"3601",109948698.575573
"3602",103073327.679591
"3603",115852032.573315
"3604",109618864.08433
"3605",109399927.27697
"3606",106502271.705117
"3607",113529825.325097
"3608",102777544.532532
"3609",98844775.3710652
"3610",105434823.521881
"3611",105555496.731639
"3612",142447679.003317
"3613",98455836.0812081
"3614",92606811.7257939
"3615",101820269.974093
"3616",113694762.297779
"3617",105461209.016636
"3618",96151436.4039232
"3619",103953422.368843
"3620",98013013.2392451
"3621",107196890.975246
"3622",100854578.404465
"3623",102628014.960364
"3624",104797762.125062
"3625",118144927.170338
"3626",115419028.441683
"3627",104108304.154285
"3628",115593837.160144
"3629",93740632.9201232
"3630",117181543.101421
"3631",116667021.436157
"3632",135888952.705664
"3633",105601284.095365
"3634",116379760.303756
"3635",96541363.0389343
"3636",101733420.253508
"3637",106754471.472558
"3638",107742103.680551
"3639",121417072.851232
"3640",137347121.231543
"3641",129540284.457512
"3642",126117646.53321
"3643",94557369.0390185
"3644",101392150.327715
"3645",116730879.668615
"3646",113365495.232575
"3647",118196340.828851
"3648",102369435.220532
"3649",102013272.268416
"3650",102841042.78805
"3651",103127838.780575
"3652",102831345.101587
"3653",104959997.592328
"3654",103440809.090062
"3655",117491257.609181
"3656",99751559.5108272
"3657",104286545.50557
"3658",103803963.485433
"3659",102612115.315199
"3660",122649400.880813
"3661",107951474.692471
"3662",102983578.523394
"3663",101257550.295261
"3664",107072517.359837
"3665",111512185.221265
"3666",102924093.314574
"3667",107111998.644211
"3668",106498260.078588
"3669",104023978.710249
"3670",101719205.190776
"3671",159507520.913169
"3672",106416645.294261
"3673",120642670.244852
"3674",109328668.491479
"3675",111636683.839199
"3676",129705316.210624
"3677",124200346.801861
"3678",113533754.759092
"3679",115611833.380662
"3680",109861912.820015
"3681",112467373.44731
"3682",107046504.44112
"3683",112142401.373089
"3684",103930131.434995
"3685",107400016.798161
"3686",109925647.841508
"3687",121418878.349126
"3688",115004562.106263
"3689",98436884.1894966
"3690",109420401.490934
"3691",102637338.644032
"3692",115752444.681076
"3693",112237728.589112
"3694",105631788.434161
"3695",93119024.0354859
"3696",105645930.660541
"3697",103805367.970716
"3698",116878219.514454
"3699",106387524.47647
"3700",99786991.090182
"3701",121584215.1735
"3702",101279698.624484
"3703",99916085.557613
"3704",110168313.28396
"3705",122722567.128301
"3706",115155396.027987
"3707",115638038.034811
"3708",102675603.970021
"3709",108088734.909088
"3710",113639478.554135
"3711",118960327.234459
"3712",105207600.798299
"3713",97516504.5389632
"3714",110697965.739948
"3715",108759828.156729
"3716",108948533.543527
"3717",114406027.178889
"3718",98416044.8693875
"3719",150153597.634871
"3720",109291789.571459
"3721",102642031.794303
"3722",110533407.966601
"3723",97374579.2351786
"3724",97590892.276371
"3725",115676517.119548
"3726",108208666.253241
"3727",94410051.1415495
"3728",104668832.564616
"3729",125915313.629893
"3730",106188818.723388
"3731",110610719.208447
"3732",109524635.36652
"3733",109676850.633865
"3734",100362540.962883
"3735",108487604.807413
"3736",138668332.045887
"3737",96246055.3604586
"3738",119945795.351768
"3739",116969351.259518
"3740",101238493.320631
"3741",105467523.454246
"3742",110278161.136991
"3743",105972699.260519
"3744",104173520.120866
"3745",116575694.166278
"3746",95641654.1688834
"3747",112581789.544306
"3748",104228024.078358
"3749",101621428.866012
"3750",110968246.26584
"3751",103975304.110076
"3752",113398772.343492
"3753",106268044.466864
"3754",138840379.226917
"3755",118222294.15092
"3756",104747102.352071
"3757",104038563.472861
"3758",106551483.813875
"3759",97324197.5281561
"3760",115668590.904289
"3761",120863066.105836
"3762",101287038.794691
"3763",103330901.375064
"3764",298600624.720206
"3765",102190077.339277
"3766",103645170.939825
"3767",117697105.883932
"3768",118784388.108931
"3769",102308210.876526
"3770",113726198.836271
"3771",90197131.0460135
"3772",114544223.566559
"3773",106462522.744095
"3774",123190315.066106
"3775",117482190.405933
"3776",109829801.503745
"3777",113264339.314511
"3778",109225735.348161
"3779",108474708.32974
"3780",122816992.881749
"3781",107269602.899494
"3782",116689005.783023
"3783",113727987.042277
"3784",111033222.606566
"3785",141559911.261797
"3786",112709121.534343
"3787",136496307.120745
"3788",110420256.245787
"3789",119594085.802496
"3790",106881138.833593
"3791",124726094.475702
"3792",112650162.655108
"3793",117838492.68592
"3794",116742856.753703
"3795",118432359.012244
"3796",105896138.041945
"3797",113080427.572013
"3798",112007515.242214
"3799",128867970.491217
"3800",105830846.494497
"3801",125779998.618348
"3802",106215875.110299
"3803",110819190.885388
"3804",131897952.497016
"3805",126701596.456246
"3806",108195472.56913
"3807",112900906.259662
"3808",96851200.8175652
"3809",121619060.87181
"3810",114090283.394009
